1 5 9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89 93 97 101 105 109 113 117 121 125 129 130 131 132 133 134 135 136 137 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 
1 0 0 0 D X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
0 0 0 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 
1 X X X 1 X X X 0 X X X 0 X X X 0 0 0 0 0 0 0 0 X X X X X X X X 0 X X X X X X X X 
0 1 0 0 D X X X 0 0 0 0 D X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
0 0 0 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 
0 0 1 0 D X X X 0 0 0 0 D X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
0 0 0 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 
0 0 0 1 D X X X 0 0 0 0 D X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
0 0 0 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 X X X X X 0 X X 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 
D X X X 1 0 0 0 DB X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
1 X X X D X X X 0 X X X 0 X X X 0 0 0 0 0 0 0 0 X X X X X X X X 0 X X X X X X X X 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 
D X X X 0 1 0 0 D X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 
D X X X 0 0 1 0 D X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 
D X X X 0 0 0 1 D X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
DB X X X 0 0 0 0 DB X X X 0 0 0 0 0 0 0 0 0 0 0 0 X X X 0 X X X 0 0 X X X X X X 0 X 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 DB 1 0 0 0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 
0 0 0 0 0 0 0 0 0 1 0 0 DB 1 0 0 0 DB 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 
0 0 0 0 0 0 0 0 0 0 1 0 DB 1 0 0 0 DB 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 0 1 DB 1 0 0 0 DB 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 
0 0 0 0 0 0 0 0 DB 1 0 0 1 0 0 0 0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 
0 0 0 0 0 0 0 0 DB 1 0 0 0 1 0 0 0 DB 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 
0 0 0 0 0 0 0 0 DB 1 0 0 0 0 1 0 0 DB 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 
0 0 0 0 0 0 0 0 DB 1 0 0 0 0 0 1 0 DB 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 X X 0 X 0 0 0 0 X 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 1 0 0 0 D X X X 0 0 0 0 DB X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 0 0 0 DB X X X 0 0 0 0 DB X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 1 0 0 D X X X 0 0 0 0 D X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 0 0 0 DB X X X 0 0 0 0 DB X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 0 1 0 D X X X 0 0 0 0 D X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 0 0 0 DB X X X 0 0 0 0 DB X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 0 0 1 D X X X 0 0 0 0 D X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 X X 0 X X X 0 X 0 0 0 0 DB X X X 0 0 0 0 DB X X X X X 0 X 0 X X X X 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 D X X X 1 0 0 0 DB X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 D X X X 0 1 0 0 D X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 D X X X 0 0 1 0 D X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 D X X X 0 0 0 1 D X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 X X X 0 X X X 0 DB X X X 0 0 0 0 DB X X X 0 0 0 0 X X X 0 0 X X X X 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 
0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 1 0 0 0 DB 1 0 0 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 X X 0 X X 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 0 0 0 0 1 
1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 0 0 0 0 1 
1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 0 0 0 0 1 
1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 0 0 0 0 1 
1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 X X X 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 X X X 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 X X X 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 X X X 1 1 
0 DB 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 1 0 0 DB 1 0 0 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 X X 0 X X 
0 DB 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 0 1 0 DB 1 0 0 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 X X 0 X X 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 
0 X X X 0 X X X 0 X X X 0 X X X 1 0 0 0 0 0 0 0 X X X X X X X X 0 X X X X X X X X 
X 0 X X X 0 X X X 0 X X X 0 X X X X X X X X X X 1 0 0 0 0 0 0 0 X 0 X X X X X X X 
X X 0 X X X 0 X X X 0 X X X 0 X 1 0 0 0 X X X X 0 0 0 0 X X X X X X 0 X X X X X X 
X X X 0 X X X 0 X X X 0 X X X 0 X X X X 1 0 0 0 X X X X 0 0 0 0 X X X 0 X X X X X 
0 DB 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 0 0 1 DB 1 0 0 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 X X 0 X X 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 
0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 DB 1 0 0 1 0 0 0 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 0 0 0 X X 0 X X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 
0 X X X 0 X X X 0 X X X 0 X X X 1 0 0 0 0 0 0 0 X X X X X X X X 0 X X X X X X X X 
X 0 X X X 0 X X X 0 X X X 0 X X X X X X X X X X 1 0 0 0 0 0 0 0 X 0 X X X X X X X 
X X 0 X X X 0 X X X 0 X X X 0 X 1 0 0 0 X X X X 0 0 0 0 X X X X X X 0 X X X X X X 
X X X 0 X X X 0 X X X 0 X X X 0 X X X X 1 0 0 0 X X X X 0 0 0 0 X X X 0 X X X X X 
0 DB 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 DB 1 0 0 0 1 0 0 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 0 0 0 X X 0 X X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 
X X X X X X X X 0 0 0 0 0 0 0 0 X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X X 
0 X X X 0 X X X 0 X X X 0 X X X 1 0 0 0 0 0 0 0 X X X X X X X X 0 X X X X X X X X 
X 0 X X X 0 X X X 0 X X X 0 X X X X X X X X X X 1 0 0 0 0 0 0 0 X 0 X X X X X X X 
X X 0 X X X 0 X X X 0 X X X 0 X 1 0 0 0 X X X X 0 0 0 0 X X X X X X 0 X X X X X X 
X X X 0 X X X 0 X X X 0 X X X 0 X X X X 1 0 0 0 X X X X 0 0 0 0 X X X 0 X X X X X 
0 DB 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 DB 1 0 0 0 0 1 0 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 0 0 0 X X 0 X X 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 
0 0 0 0 X X X X 0 0 0 0 X X X X X X 0 X X X 0 X X X 1 X X X 1 X X X X X X X 0 X X 
0 X X X 0 X X X 0 X X X 0 X X X 1 0 0 0 0 0 0 0 X X X X X X X X 0 X X X X X X X X 
X 0 X X X 0 X X X 0 X X X 0 X X X X X X X X X X 1 0 0 0 0 0 0 0 X 0 X X X X X X X 
X X 0 X X X 0 X X X 0 X X X 0 X 1 0 0 0 X X X X 0 0 0 0 X X X X X X 0 X X X X X X 
X X X 0 X X X 0 X X X 0 X X X 0 X X X X 1 0 0 0 X X X X 0 0 0 0 X X X 0 X X X X X 
0 DB 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 DB 1 0 0 0 0 0 1 0 0 0 0 X X 0 X X 
0 D 0 0 0 0 X 0 0 0 0 0 0 0 X 0 0 0 0 0 0 0 0 0 D 1 0 0 0 0 0 0 0 0 0 0 X X 0 X X 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 
X X X X 0 0 0 0 X X X X 0 0 0 0 X X X 0 X X X 0 X X X 1 X X X 1 X X X X X X X 0 X 
1 0 0 0 0 0 0 0 X X X X X X X X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X X X 
X X X X X X X X 1 0 0 0 0 0 0 0 X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X X 
1 0 0 0 X X X X 0 0 0 0 X X X X X X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X 
X X X X 1 0 0 0 X X X X 0 0 0 0 X X X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 X X X X X X X 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X 1 X X X X X X 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 X X 1 X X X X X 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 X X X 1 X X X X 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 X X X X 1 X X X 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 X X X X X 1 X X 0 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X X X X 1 X 0 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 X X X X X X X 1 0 
1 0 0 0 0 0 0 0 X X X X X X X X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X X X 
X X X X X X X X 1 0 0 0 0 0 0 0 X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X X 
1 0 0 0 X X X X 0 0 0 0 X X X X X X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X 
X X X X 1 0 0 0 X X X X 0 0 0 0 X X X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X 
1 0 0 0 0 0 0 0 X X X X X X X X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X X X 
X X X X X X X X 1 0 0 0 0 0 0 0 X 0 X X X 0 X X X 0 X X X 0 X X X X X X X 0 X X X 
